r_m,J_amplitude_A_per_m2,J_phase_deg
7.474352711284807391e-04,6.646962748843624257e+06,-5.533135131221836644e+01
7.479237909135319886e-04,6.666743382663994096e+06,-5.514135042810550402e+01
7.484123106985832380e-04,6.686584389453655109e+06,-5.495135047487183044e+01
7.489008304836345959e-04,6.706485955657564104e+06,-5.476135145101130774e+01
7.493893502686858454e-04,6.726448268302188255e+06,-5.457135335500929330e+01
7.498778700537372032e-04,6.746471514997342601e+06,-5.438135618534270321e+01
7.503663898387884527e-04,6.766555883938022889e+06,-5.419135994048014027e+01
7.508549096238397022e-04,6.786701563906259835e+06,-5.400136461888202177e+01
7.513434294088910601e-04,6.806908744272961281e+06,-5.381137021900075013e+01
7.518319491939423095e-04,6.827177614999772981e+06,-5.362137673928080517e+01
7.523204689789936674e-04,6.847508366640943103e+06,-5.343138417815890762e+01
7.528089887640449169e-04,6.867901190345184878e+06,-5.324139253406419670e+01
7.532975085490961663e-04,6.888356277857551351e+06,-5.305140180541828698e+01
7.537860283341475242e-04,6.908873821521323174e+06,-5.286141199063544605e+01
7.542745481191987737e-04,6.929454014279884286e+06,-5.267142308812274365e+01
7.547630679042501315e-04,6.950097049678622745e+06,-5.248143509628014414e+01
7.552515876893013810e-04,6.970803121866823174e+06,-5.229144801350064853e+01
7.557401074743527389e-04,6.991572425599573180e+06,-5.210146183817049348e+01
7.562286272594039883e-04,7.012405156239672564e+06,-5.191147656866916549e+01
7.567171470444552378e-04,7.033301509759545326e+06,-5.172149220336962827e+01
7.572056668295065957e-04,7.054261682743165642e+06,-5.153150874063838671e+01
7.576941866145578451e-04,7.075285872387983836e+06,-5.134152617883566450e+01
7.581827063996092030e-04,7.096374276506864466e+06,-5.115154451631551780e+01
7.586712261846604525e-04,7.117527093530011363e+06,-5.096156375142592054e+01
7.591597459697117019e-04,7.138744522506932728e+06,-5.077158388250894916e+01
7.596482657547630598e-04,7.160026763108386658e+06,-5.058160490790086783e+01
7.601367855398143093e-04,7.181374015628332272e+06,-5.039162682593227061e+01
7.606253053248656672e-04,7.202786480985900387e+06,-5.020164963492818089e+01
7.611138251099169166e-04,7.224264360727363266e+06,-5.001167333320822195e+01
7.616023448949682745e-04,7.245807857028112747e+06,-4.982169791908667378e+01
7.620908646800195240e-04,7.267417172694634646e+06,-4.963172339087263651e+01
7.625793844650707734e-04,7.289092511166512035e+06,-4.944174974687015833e+01
7.630679042501221313e-04,7.310834076518405229e+06,-4.925177698537829940e+01
7.635564240351733808e-04,7.332642073462061584e+06,-4.906180510469130951e+01
7.640449438202247387e-04,7.354516707348329015e+06,-4.887183410309872755e+01
7.645334636052759881e-04,7.376458184169150889e+06,-4.868186397888545258e+01
7.650219833903272376e-04,7.398466710559614934e+06,-4.849189473033193565e+01
7.655105031753785955e-04,7.420542493799947202e+06,-4.830192635571422244e+01
7.659990229604298449e-04,7.442685741817574948e+06,-4.811195885330409538e+01
7.664875427454812028e-04,7.464896663189142011e+06,-4.792199222136922998e+01
7.669760625305324523e-04,7.487175467142574489e+06,-4.773202645817321610e+01
7.674645823155838101e-04,7.509522363559116609e+06,-4.754206156197574273e+01
7.679531021006350596e-04,7.531937562975406647e+06,-4.735209753103266905e+01
7.684416218856863091e-04,7.554421276585523039e+06,-4.716213436359614519e+01
7.689301416707376670e-04,7.576973716243072413e+06,-4.697217205791473305e+01
7.694186614557889164e-04,7.599595094463254325e+06,-4.678221061223348443e+01
7.699071812408402743e-04,7.622285624424953945e+06,-4.659225002479406896e+01
7.703957010258915238e-04,7.645045519972837530e+06,-4.640229029383488069e+01
7.708842208109427732e-04,7.667874995619440451e+06,-4.621233141759113039e+01
7.713727405959941311e-04,7.690774266547268257e+06,-4.602237339429494511e+01
7.718612603810453806e-04,7.713743548610926606e+06,-4.583241622217549605e+01
7.723497801660967384e-04,7.736783058339221403e+06,-4.564245989945905535e+01
7.728382999511479879e-04,7.759893012937286869e+06,-4.545250442436918092e+01
7.733268197361993458e-04,7.783073630288721062e+06,-4.526254979512669507e+01
7.738153395212505952e-04,7.806325128957723267e+06,-4.507259600994989768e+01
7.743038593063018447e-04,7.829647728191228583e+06,-4.488264306705460172e+01
7.747923790913532026e-04,7.853041647921074182e+06,-4.469269096465423985e+01
7.752808988764044520e-04,7.876507108766142279e+06,-4.450273970095998521e+01
7.757694186614558099e-04,7.900044332034535706e+06,-4.431278927418081537e+01
7.762579384465070594e-04,7.923653539725739509e+06,-4.412283968252361177e+01
7.767464582315583089e-04,7.947334954532816075e+06,-4.393289092419330188e+01
7.772349780166096667e-04,7.971088799844565801e+06,-4.374294299739286629e+01
7.777234978016609162e-04,7.994915299747741781e+06,-4.355299590032352341e+01
7.782120175867122741e-04,8.018814679029230028e+06,-4.336304963118474376e+01
7.787005373717635235e-04,8.042787163178267889e+06,-4.317310418817439910e+01
7.791890571568148814e-04,8.066832978388652205e+06,-4.298315956948881222e+01
7.796775769418661309e-04,8.090952351560960524e+06,-4.279321577332288484e+01
7.801660967269173803e-04,8.115145510304774158e+06,-4.260327279787011889e+01
7.806546165119687382e-04,8.139412682940917090e+06,-4.241333064132280128e+01
7.811431362970199877e-04,8.163754098503687419e+06,-4.222338930187198969e+01
7.816316560820713456e-04,8.188169986743110232e+06,-4.203344877770768306e+01
7.821201758671225950e-04,8.212660578127198853e+06,-4.184350906701885719e+01
7.826086956521738445e-04,8.237226103844204918e+06,-4.165357016799353573e+01
7.830972154372252024e-04,8.261866795804892667e+06,-4.146363207881896784e+01
7.835857352222764518e-04,8.286582886644817889e+06,-4.127369479768156424e+01
7.840742550073278097e-04,8.311374609726604074e+06,-4.108375832276710327e+01
7.845627747923790592e-04,8.336242199142237194e+06,-4.089382265226076640e+01
7.850512945774304171e-04,8.361185889715364203e+06,-4.070388778434720223e+01
7.855398143624816665e-04,8.386205917003589682e+06,-4.051395371721061878e+01
7.860283341475329160e-04,8.411302517300801352e+06,-4.032402044903489013e+01
7.865168539325842739e-04,8.436475927639478818e+06,-4.013408797800359906e+01
7.870053737176355233e-04,8.461726385793020949e+06,-3.994415630230012226e+01
7.874938935026868812e-04,8.487054130278084427e+06,-3.975422542010770144e+01
7.879824132877381307e-04,8.512459400356918573e+06,-3.956429532960954276e+01
7.884709330727893801e-04,8.537942436039716005e+06,-3.937436602898887372e+01
7.889594528578407380e-04,8.563503478086976334e+06,-3.918443751642899997e+01
7.894479726428919875e-04,8.589142768011853099e+06,-3.899450979011341900e+01
7.899364924279433453e-04,8.614860548082539812e+06,-3.880458284822586279e+01
7.904250122129945948e-04,8.640657061324641109e+06,-3.861465668895038306e+01
7.909135319980459527e-04,8.666532551523564383e+06,-3.842473131047142942e+01
7.914020517830972021e-04,8.692487263226896524e+06,-3.823480671097387784e+01
7.918905715681484516e-04,8.718521441746823490e+06,-3.804488288864313716e+01
7.923790913531998095e-04,8.744635333162527531e+06,-3.785495984166524153e+01
7.928676111382510589e-04,8.770829184322616085e+06,-3.766503756822685745e+01
7.933561309233024168e-04,8.797103242847517133e+06,-3.747511606651536908e+01
7.938446507083536663e-04,8.823457757131947204e+06,-3.728519533471899905e+01
7.943331704934049158e-04,8.849892976347317919e+06,-3.709527537102681549e+01
7.948216902784562736e-04,8.876409150444194674e+06,-3.690535617362876764e+01
7.953102100635075231e-04,8.903006530154760927e+06,-3.671543774071584920e+01
7.957987298485588810e-04,8.929685366995263845e+06,-3.652552007048009841e+01
7.962872496336101304e-04,8.956445913268489763e+06,-3.633560316111466193e+01
7.967757694186614883e-04,8.983288422066239640e+06,-3.614568701081386592e+01
7.972642892037127378e-04,9.010213147271823138e+06,-3.595577161777327291e+01
7.977528089887639872e-04,9.037220343562541530e+06,-3.576585698018975989e+01
7.982413287738153451e-04,9.064310266412187368e+06,-3.557594309626155393e+01
7.987298485588665946e-04,9.091483172093555331e+06,-3.538602996418830315e+01
7.992183683439179525e-04,9.118739317680966109e+06,-3.519611758217113362e+01
7.997068881289692019e-04,9.146078961052780971e+06,-3.500620594841270616e+01
8.001954079140204514e-04,9.173502360893940553e+06,-3.481629506111726613e+01
8.006839276990718093e-04,9.201009776698492467e+06,-3.462638491849075706e+01
8.011724474841230587e-04,9.228601468772165477e+06,-3.443647551874075674e+01
8.016609672691744166e-04,9.256277698234893382e+06,-3.424656686007666195e+01
8.021494870542256661e-04,9.284038727023402229e+06,-3.405665894070963873e+01
8.026380068392770240e-04,9.311884817893773317e+06,-3.386675175885275735e+01
8.031265266243282734e-04,9.339816234424034134e+06,-3.367684531272099235e+01
8.036150464093795229e-04,9.367833241016717628e+06,-3.348693960053130070e+01
8.041035661944308808e-04,9.395936102901507169e+06,-3.329703462050263596e+01
8.045920859794821302e-04,9.424125086137790233e+06,-3.310713037085607624e+01
8.050806057645334881e-04,9.452400457617312670e+06,-3.291722684981478864e+01
8.055691255495847376e-04,9.480762485066775233e+06,-3.272732405560414293e+01
8.060576453346359870e-04,9.509211437050467357e+06,-3.253742198645169736e+01
8.065461651196873449e-04,9.537747582972913980e+06,-3.234752064058731946e+01
8.070346849047385944e-04,9.566371193081518635e+06,-3.215762001624317890e+01
8.075232046897899522e-04,9.595082538469204679e+06,-3.196772011165382565e+01
8.080117244748412017e-04,9.623881891077093780e+06,-3.177782092505621847e+01
8.085002442598925596e-04,9.652769523697176948e+06,-3.158792245468977100e+01
8.089887640449438090e-04,9.681745709974981844e+06,-3.139802469879640867e+01
8.094772838299950585e-04,9.710810724412268028e+06,-3.120812765562062197e+01
8.099658036150464164e-04,9.739964842369725928e+06,-3.101823132340945577e+01
8.104543234000976658e-04,9.769208340069686994e+06,-3.082833570041261950e+01
8.109428431851490237e-04,9.798541494598813355e+06,-3.063844078488251910e+01
8.114313629702002732e-04,9.827964583910848945e+06,-3.044854657507424278e+01
8.119198827552515227e-04,9.857477886829333380e+06,-3.025865306924567477e+01
8.124084025403028805e-04,9.887081683050343767e+06,-3.006876026565749171e+01
8.128969223253541300e-04,9.916776253145247698e+06,-2.987886816257320888e+01
8.133854421104054879e-04,9.946561878563450649e+06,-2.968897675825922988e+01
8.138739618954567373e-04,9.976438841635165736e+06,-2.949908605098489289e+01
8.143624816805079868e-04,1.000640742557420023e+07,-2.930919603902247772e+01
8.148510014655593447e-04,1.003646791448071785e+07,-2.911930672064728753e+01
8.153395212506105941e-04,1.006662059334403649e+07,-2.892941809413762755e+01
8.158280410356619520e-04,1.009686574804543518e+07,-2.873953015777490450e+01
8.163165608207132015e-04,1.012720366536095738e+07,-2.854964290984364439e+01
8.168050806057645594e-04,1.015763463296423294e+07,-2.835975634863148187e+01
8.172936003908158088e-04,1.018815893942929618e+07,-2.816987047242927034e+01
8.177821201758670583e-04,1.021877687423343770e+07,-2.797998527953104286e+01
8.182706399609184162e-04,1.024948872776002996e+07,-2.779010076823411168e+01
8.187591597459696656e-04,1.028029479130139016e+07,-2.760021693683904687e+01
8.192476795310210235e-04,1.031119535706164502e+07,-2.741033378364975448e+01
8.197361993160722730e-04,1.034219071815959923e+07,-2.722045130697346593e+01
8.202247191011235224e-04,1.037328116863161884e+07,-2.703056950512080547e+01
8.207132388861748803e-04,1.040446700343451649e+07,-2.684068837640580441e+01
8.212017586712261298e-04,1.043574851844845340e+07,-2.665080791914594371e+01
8.216902784562774877e-04,1.046712601047984883e+07,-2.646092813166215052e+01
8.221787982413287371e-04,1.049859977726428956e+07,-2.627104901227887623e+01
8.226673180263800950e-04,1.053017011746946536e+07,-2.608117055932408235e+01
8.231558378114313445e-04,1.056183733069810085e+07,-2.589129277112929728e+01
8.236443575964825939e-04,1.059360171749089845e+07,-2.570141564602963768e+01
8.241328773815339518e-04,1.062546357932949625e+07,-2.551153918236382623e+01
8.246213971665852013e-04,1.065742321863943152e+07,-2.532166337847424131e+01
8.251099169516365591e-04,1.068948093879310600e+07,-2.513178823270689932e+01
8.255984367366878086e-04,1.072163704411278479e+07,-2.494191374341152567e+01
8.260869565217390581e-04,1.075389183987356536e+07,-2.475203990894157258e+01
8.265754763067904159e-04,1.078624563230638951e+07,-2.456216672765422260e+01
8.270639960918416654e-04,1.081869872860106453e+07,-2.437229419791043483e+01
8.275525158768930233e-04,1.085125143690926395e+07,-2.418242231807494846e+01
8.280410356619442728e-04,1.088390406634757109e+07,-2.399255108651631829e+01
8.285295554469956306e-04,1.091665692700050771e+07,-2.380268050160694671e+01
8.290180752320468801e-04,1.094951032992359251e+07,-2.361281056172309079e+01
8.295065950170981296e-04,1.098246458714639768e+07,-2.342294126524487652e+01
8.299951148021494874e-04,1.101552001167560369e+07,-2.323307261055636985e+01
8.304836345872007369e-04,1.104867691749809496e+07,-2.304320459604552696e+01
8.309721543722520948e-04,1.108193561958403513e+07,-2.285333722010426882e+01
8.314606741573033442e-04,1.111529643388997391e+07,-2.266347048112847062e+01
8.319491939423545937e-04,1.114875967736194283e+07,-2.247360437751800788e+01
8.324377137274059516e-04,1.118232566793858446e+07,-2.228373890767674226e+01
8.329262335124572010e-04,1.121599472455425933e+07,-2.209387407001258197e+01
8.334147532975085589e-04,1.124976716714221239e+07,-2.190400986293745689e+01
8.339032730825598084e-04,1.128364331663767807e+07,-2.171414628486738607e+01
8.343917928676111663e-04,1.131762349498108588e+07,-2.152428333422243156e+01
8.348803126526624157e-04,1.135170802512117475e+07,-2.133442100942678366e+01
8.353688324377136652e-04,1.138589723101821169e+07,-2.114455930890871116e+01
8.358573522227650231e-04,1.142019143764715642e+07,-2.095469823110064311e+01
8.363458720078162725e-04,1.145459097100085579e+07,-2.076483777443913326e+01
8.368343917928676304e-04,1.148909615809326060e+07,-2.057497793736490621e+01
8.373229115779188799e-04,1.152370732696264051e+07,-2.038511871832285749e+01
8.378114313629701293e-04,1.155842480667480640e+07,-2.019526011576207836e+01
8.382999511480214872e-04,1.159324892732634023e+07,-2.000540212813584873e+01
8.387884709330727367e-04,1.162818002004786395e+07,-1.981554475390167980e+01
8.392769907181240946e-04,1.166321841700727306e+07,-1.962568799152131405e+01
8.397655105031753440e-04,1.169836445141302235e+07,-1.943583183946072879e+01
8.402540302882267019e-04,1.173361845751737617e+07,-1.924597629619017169e+01
8.407425500732779514e-04,1.176898077061972767e+07,-1.905612136018415370e+01
8.412310698583292008e-04,1.180445172706989758e+07,-1.886626702992145255e+01
8.417195896433805587e-04,1.184003166427141614e+07,-1.867641330388516963e+01
8.422081094284318082e-04,1.187572092068485171e+07,-1.848656018056268735e+01
8.426966292134831660e-04,1.191151983583115786e+07,-1.829670765844570823e+01
8.431851489985344155e-04,1.194742875029500574e+07,-1.810685573603025844e+01
8.436736687835856650e-04,1.198344800572811440e+07,-1.791700441181670556e+01
8.441621885686370228e-04,1.201957794485263899e+07,-1.772715368430975857e+01
8.446507083536882723e-04,1.205581891146453284e+07,-1.753730355201848212e+01
8.451392281387396302e-04,1.209217125043692254e+07,-1.734745401345630356e+01
8.456277479237908797e-04,1.212863530772352405e+07,-1.715760506714102718e+01
8.461162677088422375e-04,1.216521143036201410e+07,-1.696775671159481647e+01
8.466047874938934870e-04,1.220189996647747606e+07,-1.677790894534425448e+01
8.470933072789447365e-04,1.223870126528580487e+07,-1.658806176692030121e+01
8.475818270639960943e-04,1.227561567709716037e+07,-1.639821517485832203e+01
8.480703468490473438e-04,1.231264355331939645e+07,-1.620836916769809122e+01
8.485588666340987017e-04,1.234978524646153860e+07,-1.601852374398380974e+01
8.490473864191499511e-04,1.238704111013722606e+07,-1.582867890226408747e+01
8.495359062042012006e-04,1.242441149906823225e+07,-1.563883464109197341e+01
8.500244259892525585e-04,1.246189676908790693e+07,-1.544899095902494679e+01
8.505129457743038079e-04,1.249949727714472823e+07,-1.525914785462492773e+01
8.510014655593551658e-04,1.253721338130577467e+07,-1.506930532645828080e+01
8.514899853444064153e-04,1.257504544076026976e+07,-1.487946337309582390e+01
8.519785051294577732e-04,1.261299381582312100e+07,-1.468962199311282646e+01
8.524670249145090226e-04,1.265105886793846451e+07,-1.449978118508900593e+01
8.529555446995602721e-04,1.268924095968320034e+07,-1.430994094760855972e+01
8.534440644846116300e-04,1.272754045477060042e+07,-1.412010127926013681e+01
8.539325842696628794e-04,1.276595771805384941e+07,-1.393026217863686078e+01
8.544211040547142373e-04,1.280449311552967317e+07,-1.374042364433632457e+01
8.549096238397654868e-04,1.284314701434190758e+07,-1.355058567496060107e+01
8.553981436248167362e-04,1.288191978278514557e+07,-1.336074826911622893e+01
8.558866634098680941e-04,1.292081179030833393e+07,-1.317091142541423032e+01
8.563751831949193436e-04,1.295982340751843527e+07,-1.298107514247011096e+01
8.568637029799707015e-04,1.299895500618405268e+07,-1.279123941890385119e+01
8.573522227650219509e-04,1.303820695923911408e+07,-1.260140425333991665e+01
8.578407425500733088e-04,1.307757964078651927e+07,-1.241156964440726718e+01
8.583292623351245583e-04,1.311707342610185966e+07,-1.222173559073932658e+01
8.588177821201758077e-04,1.315668869163706526e+07,-1.203190209097402352e+01
8.593063019052271656e-04,1.319642581502416171e+07,-1.184206914375375774e+01
8.597948216902784151e-04,1.323628517507894710e+07,-1.165223674772542140e+01
8.602833414753297729e-04,1.327626715180474520e+07,-1.146240490154039016e+01
8.607718612603810224e-04,1.331637212639614381e+07,-1.127257360385452323e+01
8.612603810454322719e-04,1.335660048124274425e+07,-1.108274285332815978e+01
8.617489008304836298e-04,1.339695259993294068e+07,-1.089291264862612074e+01
8.622374206155348792e-04,1.343742886725766771e+07,-1.070308298841771766e+01
8.627259404005862371e-04,1.347802966921422631e+07,-1.051325387137673140e+01
8.632144601856374866e-04,1.351875539301006682e+07,-1.032342529618141924e+01
8.637029799706888444e-04,1.355960642706660181e+07,-1.013359726151452378e+01
8.641914997557400939e-04,1.360058316102304123e+07,-9.943769766063246252e+00
8.646800195407913434e-04,1.364168598574022017e+07,-9.753942808519269647e+00
8.651685393258427012e-04,1.368291529330444895e+07,-9.564116387578744494e+00
8.656570591108939507e-04,1.372427147703138925e+07,-9.374290501942276421e+00
8.661455788959453086e-04,1.376575493146991171e+07,-9.184465150314940374e+00
8.666340986809965580e-04,1.380736605240599066e+07,-8.994640331406269951e+00
8.671226184660478075e-04,1.384910523686660454e+07,-8.804816043930250302e+00
8.676111382510991654e-04,1.389097288312365115e+07,-8.614992286605319904e+00
8.680996580361504148e-04,1.393296939069784991e+07,-8.425169058154361679e+00
8.685881778212017727e-04,1.397509516036271490e+07,-8.235346357304701215e+00
8.690766976062530222e-04,1.401735059414845891e+07,-8.045524182788103218e+00
8.695652173913043801e-04,1.405973609534599818e+07,-7.855702533340763516e+00
8.700537371763556295e-04,1.410225206851088814e+07,-7.665881407703309947e+00
8.705422569614068790e-04,1.414489891946734488e+07,-7.476060804620793476e+00
8.710307767464582369e-04,1.418767705531220697e+07,-7.286240722842678430e+00
8.715192965315094863e-04,1.423058688441898115e+07,-7.096421161122846932e+00
8.720078163165608442e-04,1.427362881644183956e+07,-6.906602118219588249e+00
8.724963361016120937e-04,1.431680326231967472e+07,-6.716783592895593458e+00
8.729848558866633431e-04,1.436011063428014144e+07,-6.526965583917946567e+00
8.734733756717147010e-04,1.440355134584372863e+07,-6.337148090058122740e+00
8.739618954567659505e-04,1.444712581182781793e+07,-6.147331110091981188e+00
8.744504152418173084e-04,1.449083444835078716e+07,-5.957514642799754512e+00
8.749389350268685578e-04,1.453467767283610255e+07,-5.767698686966048705e+00
8.754274548119199157e-04,1.457865590401643328e+07,-5.577883241379832491e+00
8.759159745969711652e-04,1.462276956193778664e+07,-5.388068304834427558e+00
8.764044943820224146e-04,1.466701906796362251e+07,-5.198253876127508555e+00
8.768930141670737725e-04,1.471140484477906115e+07,-5.008439954061091548e+00
8.773815339521250220e-04,1.475592731639498845e+07,-4.818626537441522473e+00
8.778700537371763798e-04,1.480058690815227106e+07,-4.628813625079477134e+00
8.783585735222276293e-04,1.484538404672593623e+07,-4.439001215789951438e+00
8.788470933072788788e-04,1.489031916012939997e+07,-4.249189308392248066e+00
8.793356130923302367e-04,1.493539267771863937e+07,-4.059377901709975589e+00
8.798241328773814861e-04,1.498060503019648232e+07,-3.869566994571034257e+00
8.803126526624328440e-04,1.502595664961681701e+07,-3.679756585807614666e+00
8.808011724474840935e-04,1.507144796938885190e+07,-3.489946674256179548e+00
8.812896922325353429e-04,1.511707942428141087e+07,-3.300137258757464664e+00
8.817782120175867008e-04,1.516285145042720810e+07,-3.110328338156463701e+00
8.822667318026379503e-04,1.520876448532713018e+07,-2.920519911302422500e+00
8.827552515876893081e-04,1.525481896785459667e+07,-2.730711977048826622e+00
8.832437713727405576e-04,1.530101533825983293e+07,-2.540904534253397351e+00
8.837322911577919155e-04,1.534735403817425296e+07,-2.351097581778077483e+00
8.842208109428431649e-04,1.539383551061478816e+07,-2.161291118489024665e+00
8.847093307278944144e-04,1.544046019998827204e+07,-1.971485143256599848e+00
8.851978505129457723e-04,1.548722855209581181e+07,-1.781679654955359737e+00
8.856863702979970217e-04,1.553414101413720287e+07,-1.591874652464044804e+00
8.861748900830483796e-04,1.558119803471532091e+07,-1.402070134665571288e+00
8.866634098680996291e-04,1.562840006384054944e+07,-1.212266100447018990e+00
8.871519296531508786e-04,1.567574755293521471e+07,-1.022462548699623719e+00
8.876404494382022364e-04,1.572324095483804680e+07,-8.326594783187644122e-01
8.881289692232534859e-04,1.577088072380866110e+07,-6.428568882039539245e-01
8.886174890083048438e-04,1.581866731553200074e+07,-4.530547772588287558e-01
8.891060087933560932e-04,1.586660118712286651e+07,-2.632531443911377833e-01
8.895945285784074511e-04,1.591468279713039473e+07,-7.345198851273215812e-02
8.900830483634587006e-04,1.596291260554262437e+07,1.163486914604464212e-01
8.905715681485099500e-04,1.601129107379098423e+07,3.061488966083758534e-01
8.910600879335613079e-04,1.605981866475487873e+07,4.959486280069650976e-01
8.915486077186125574e-04,1.610849584276625328e+07,6.857478867280647483e-01
8.920371275036639153e-04,1.615732307361415401e+07,8.755466738394791504e-01
8.925256472887151647e-04,1.620630082454934157e+07,1.065344990404976988e+00
8.930141670737664142e-04,1.625542956428890675e+07,1.255142837484302776e+00
8.935026868588177721e-04,1.630470976302086748e+07,1.444940216133188793e+00
8.939912066438690215e-04,1.635414189240884036e+07,1.634737127403366630e+00
8.944797264289203794e-04,1.640372642559666745e+07,1.824533572342577736e+00
8.949682462139716289e-04,1.645346383721309714e+07,2.014329551994587408e+00
8.954567659990229868e-04,1.650335460337647982e+07,2.204125067399193671e+00
8.959452857840742362e-04,1.655339920169945434e+07,2.393920119592241491e+00
8.964338055691254857e-04,1.660359811129364930e+07,2.583714709605634319e+00
8.969223253541768436e-04,1.665395181277443655e+07,2.773508838467346749e+00
8.974108451392280930e-04,1.670446078826565109e+07,2.963302507201433844e+00
8.978993649242794509e-04,1.675512552140436880e+07,3.153095716828046680e+00
8.983878847093307004e-04,1.680594649734565988e+07,3.342888468363442556e+00
8.988764044943819498e-04,1.685692420276740193e+07,3.532680762819998765e+00
8.993649242794333077e-04,1.690805912587505579e+07,3.722472601206224141e+00
8.998534440644845572e-04,1.695935175640650839e+07,3.912263984526771043e+00
9.003419638495359150e-04,1.701080258563689142e+07,4.102054913782448686e+00
9.008304836345871645e-04,1.706241210638344288e+07,4.291845389970238678e+00
9.013190034196385224e-04,1.711418081301036477e+07,4.481635414083301683e+00
9.018075232046897718e-04,1.716610920143369585e+07,4.671424987110991189e+00
9.022960429897410213e-04,1.721819776912623271e+07,4.861214110038872604e+00
9.027845627747923792e-04,1.727044701512239501e+07,5.051002783848730360e+00
9.032730825598436286e-04,1.732285744002321362e+07,5.240791009518581234e+00
9.037616023448949865e-04,1.737542954600121081e+07,5.430578788022690340e+00
9.042501221299462360e-04,1.742816383680541068e+07,5.620366120331579118e+00
9.047386419149974855e-04,1.748106081776627898e+07,5.810153007412043991e+00
9.052271617000488433e-04,1.753412099580072984e+07,5.999939450227166127e+00
9.057156814851000928e-04,1.758734487941712886e+07,6.189725449736323881e+00
9.062042012701514507e-04,1.764073297872029245e+07,6.379511006895209668e+00
9.066927210552027001e-04,1.769428580541657284e+07,6.569296122655840620e+00
9.071812408402540580e-04,1.774800387281885371e+07,6.759080797966571907e+00
9.076697606253053075e-04,1.780188769585165381e+07,6.948865033772108291e+00
9.081582804103565569e-04,1.785593779105622694e+07,7.138648831013522766e+00
9.086468001954079148e-04,1.791015467659562454e+07,7.328432190628266341e+00
9.091353199804591643e-04,1.796453887225982547e+07,7.518215113550181350e+00
9.096238397655105222e-04,1.801909089947088435e+07,7.707997600709514785e+00
9.101123595505617716e-04,1.807381128128807619e+07,7.897779653032934277e+00
9.106008793356130211e-04,1.812870054241305962e+07,8.087561271443540534e+00
9.110893991206643790e-04,1.818375920919504389e+07,8.277342456860873554e+00
9.115779189057156284e-04,1.823898780963601917e+07,8.467123210200943717e+00
9.120664386907669863e-04,1.829438687339593843e+07,8.656903532376224675e+00
9.125549584758182358e-04,1.834995693179799244e+07,8.846683424295687104e+00
9.130434782608695937e-04,1.840569851783381775e+07,9.036462886864788047e+00
9.135319980459208431e-04,1.846161216616878286e+07,9.226241920985517098e+00
9.140205178309720926e-04,1.851769841314724833e+07,9.416020527556376862e+00
9.145090376160234505e-04,1.857395779679791629e+07,9.605798707472416709e+00
9.149975574010746999e-04,1.863039085683908314e+07,9.795576461625248754e+00
9.154860771861260578e-04,1.868699813468401507e+07,9.985353790903040760e+00
9.159745969711773073e-04,1.874378017344627902e+07,1.017513069619055521e+01
9.164631167562285567e-04,1.880073751794511452e+07,1.036490717836914932e+01
9.169516365412799146e-04,1.885787071471082419e+07,1.055468323831678568e+01
9.174401563263311641e-04,1.891518031199015677e+07,1.074445887690805534e+01
9.179286761113825219e-04,1.897266685975174978e+07,1.093423409501419030e+01
9.184171958964337714e-04,1.903033090969151258e+07,1.112400889350307409e+01
9.189057156814851293e-04,1.908817301523816213e+07,1.131378327323925248e+01
9.193942354665363787e-04,1.914619373155860230e+07,1.150355723508395833e+01
9.198827552515876282e-04,1.920439361556348205e+07,1.169333077989511516e+01
9.203712750366389861e-04,1.926277322591266409e+07,1.188310390852735310e+01
9.208597948216902356e-04,1.932133312302075326e+07,1.207287662183202848e+01
9.213483146067415934e-04,1.938007386906262115e+07,1.226264892065723089e+01
9.218368343917928429e-04,1.943899602797899023e+07,1.245242080584780453e+01
9.223253541768440924e-04,1.949810016548200697e+07,1.264219227824534819e+01
9.228138739618954502e-04,1.955738684906078875e+07,1.283196333868825612e+01
9.233023937469466997e-04,1.961685664798709005e+07,1.302173398801169313e+01
9.237909135319980576e-04,1.967651013332090527e+07,1.321150422704764438e+01
9.242794333170493070e-04,1.973634787791611254e+07,1.340127405662491356e+01
9.247679531021006649e-04,1.979637045642614365e+07,1.359104347756913000e+01
9.252564728871519144e-04,1.985657844530965015e+07,1.378081249070277892e+01
9.257449926722031638e-04,1.991697242283621058e+07,1.397058109684520666e+01
9.262335124572545217e-04,1.997755296909205988e+07,1.416034929681263499e+01
9.267220322423057712e-04,2.003832066598582268e+07,1.435011709141817349e+01
9.272105520273571291e-04,2.009927609725424647e+07,1.453988448147183732e+01
9.276990718124083785e-04,2.016041984846797958e+07,1.472965146778055967e+01
9.281875915974596280e-04,2.022175250703738630e+07,1.491941805114820063e+01
9.286761113825109859e-04,2.028327466221833602e+07,1.510918423237557384e+01
9.291646311675622353e-04,2.034498690511801839e+07,1.529895001226044826e+01
9.296531509526135932e-04,2.040688982870081440e+07,1.548871539159756239e+01
9.301416707376648427e-04,2.046898402779413015e+07,1.567848037117864912e+01
9.306301905227162006e-04,2.053127009909431264e+07,1.586824495179244288e+01
9.311187103077674500e-04,2.059374864117253572e+07,1.605800913422468668e+01
9.316072300928186995e-04,2.065642025448071957e+07,1.624777291925814993e+01
9.320957498778700574e-04,2.071928554135746136e+07,1.643753630767265861e+01
9.325842696629213068e-04,2.078234510603401437e+07,1.662729930024508462e+01
