r_m,J_amplitude_A_per_m2,J_phase_deg
3.776257938446506905e-04,7.697017673999882536e+05,1.604739167336867354e+02
3.781143136297019942e-04,7.717698235702296952e+05,1.606672358261144780e+02
3.786028334147532978e-04,7.738439883565027267e+05,1.608605200688541004e+02
3.790913531998046015e-04,7.759242777647902258e+05,1.610537697403066204e+02
3.795798729848558510e-04,7.780107078705062158e+05,1.612469851178462648e+02
3.800683927699071546e-04,7.801032948186510475e+05,1.614401664778104077e+02
3.805569125549584583e-04,7.822020548239659984e+05,1.616333140954893679e+02
3.810454323400097620e-04,7.843070041710886871e+05,1.618264282451169151e+02
3.815339521250610657e-04,7.864181592147077899e+05,1.620195091998607495e+02
3.820224719101123693e-04,7.885355363797175232e+05,1.622125572318132356e+02
3.825109916951636188e-04,7.906591521613729419e+05,1.624055726119823646e+02
3.829995114802149225e-04,7.927890231254447717e+05,1.625985556102830571e+02
3.834880312652662261e-04,7.949251659083744744e+05,1.627915064955284947e+02
3.839765510503175298e-04,7.970675972174281487e+05,1.629844255354219626e+02
3.844650708353688335e-04,7.992163338308520615e+05,1.631773129965485793e+02
3.849535906204201371e-04,8.013713925980272470e+05,1.633701691443675088e+02
3.854421104054713866e-04,8.035327904396238737e+05,1.635629942432042867e+02
3.859306301905226903e-04,8.057005443477577064e+05,1.637557885562432602e+02
3.864191499755739940e-04,8.078746713861414464e+05,1.639485523455205396e+02
3.869076697606252976e-04,8.100551886902443366e+05,1.641412858719167502e+02
3.873961895456766013e-04,8.122421134674423374e+05,1.643339893951504393e+02
3.878847093307279050e-04,8.144354629971774993e+05,1.645266631737711975e+02
3.883732291157791544e-04,8.166352546311093029e+05,1.647193074651534062e+02
3.888617489008304581e-04,8.188415057932718191e+05,1.649119225254900130e+02
3.893502686858817618e-04,8.210542339802285424e+05,1.651045086097864498e+02
3.898387884709330654e-04,8.232734567612272222e+05,1.652970659718547779e+02
3.903273082559843691e-04,8.254991917783555109e+05,1.654895948643082306e+02
3.908158280410356728e-04,8.277314567466963781e+05,1.656820955385554726e+02
3.913043478260869222e-04,8.299702694544830592e+05,1.658745682447956256e+02
3.917928676111382259e-04,8.322156477632563328e+05,1.660670132320129824e+02
3.922813873961895296e-04,8.344676096080180723e+05,1.662594307479722886e+02
3.927699071812408333e-04,8.367261729973893380e+05,1.664518210392139395e+02
3.932584269662921369e-04,8.389913560137649765e+05,1.666441843510494039e+02
3.937469467513434406e-04,8.412631768134695012e+05,1.668365209275569896e+02
3.942354665363946901e-04,8.435416536269151838e+05,1.670288310115775232e+02
3.947239863214459937e-04,8.458268047587566543e+05,1.672211148447105131e+02
3.952125061064972974e-04,8.481186485880488763e+05,1.674133726673101989e+02
3.957010258915486011e-04,8.504172035684031434e+05,1.676056047184817999e+02
3.961895456765999047e-04,8.527224882281444734e+05,1.677978112360782461e+02
3.966780654616512084e-04,8.550345211704684189e+05,1.679899924566965979e+02
3.971665852467024579e-04,8.573533210735988105e+05,1.681821486156750041e+02
3.976551050317537615e-04,8.596789066909458488e+05,1.683742799470896045e+02
3.981436248168050652e-04,8.620112968512622174e+05,1.685663866837517730e+02
3.986321446018563689e-04,8.643505104588019894e+05,1.687584690572052182e+02
3.991206643869076726e-04,8.666965664934800006e+05,1.689505272977236530e+02
3.996091841719589762e-04,8.690494840110279620e+05,1.691425616343082083e+02
4.000977039570102257e-04,8.714092821431547636e+05,1.693345722946852732e+02
4.005862237420615294e-04,8.737759800977054983e+05,1.695265595053043057e+02
4.010747435271128330e-04,8.761495971588193206e+05,1.697185234913359579e+02
4.015632633121641367e-04,8.785301526870899834e+05,1.699104644766701995e+02
4.020517830972154404e-04,8.809176661197247449e+05,1.701023826839146693e+02
4.025403028822667440e-04,8.833121569707047893e+05,1.702942783343929420e+02
4.030288226673179935e-04,8.857136448309451807e+05,1.704861516481435331e+02
4.035173424523692972e-04,8.881221493684557499e+05,1.706780028439182217e+02
4.040058622374206009e-04,8.905376903285008157e+05,1.708698321391810850e+02
4.044943820224719045e-04,8.929602875337619334e+05,1.710616397501074744e+02
4.049829018075232082e-04,8.953899608844970353e+05,1.712534258915831913e+02
4.054714215925745119e-04,8.978267303587049246e+05,1.714451907772036066e+02
4.059599413776257613e-04,9.002706160122842994e+05,1.716369346192732053e+02
4.064484611626770650e-04,9.027216379791984800e+05,1.718286576288049332e+02
4.069369809477283687e-04,9.051798164716354804e+05,1.720203600155198558e+02
4.074255007327796723e-04,9.076451717801743653e+05,1.722120419878470159e+02
4.079140205178309760e-04,9.101177242739453213e+05,1.724037037529231498e+02
4.084025403028822797e-04,9.125974944007953163e+05,1.725953455165927437e+02
4.088910600879335291e-04,9.150845026874506148e+05,1.727869674834081195e+02
4.093795798729848328e-04,9.175787697396824369e+05,1.729785698566295764e+02
4.098680996580361365e-04,9.200803162424708717e+05,1.731701528382258175e+02
4.103566194430874402e-04,9.225891629601710010e+05,1.733617166288743761e+02
4.108451392281387438e-04,9.251053307366766967e+05,1.735532614279620418e+02
4.113336590131900475e-04,9.276288404955872102e+05,1.737447874335855715e+02
4.118221787982412970e-04,9.301597132403745782e+05,1.739362948425524564e+02
4.123106985832926006e-04,9.326979700545485830e+05,1.741277838503818032e+02
4.127992183683439043e-04,9.352436321018245071e+05,1.743192546513051866e+02
4.132877381533952080e-04,9.377967206262907712e+05,1.745107074382678434e+02
4.137762579384465116e-04,9.403572569525757572e+05,1.747021424029296952e+02
4.142647777234978153e-04,9.429252624860174255e+05,1.748935597356667131e+02
4.147532975085490648e-04,9.455007587128306041e+05,1.750849596255721963e+02
4.152418172936003684e-04,9.480837672002781183e+05,1.752763422604582502e+02
4.157303370786516721e-04,9.506743095968378475e+05,1.754677078268573212e+02
4.162188568637029758e-04,9.532724076323753688e+05,1.756590565100237882e+02
4.167073766487542795e-04,9.558780831183120608e+05,1.758503884939357818e+02
4.171958964338055831e-04,9.584913579477975145e+05,1.760417039612968324e+02
4.176844162188568326e-04,9.611122540958798490e+05,1.762330030935379455e+02
4.181729360039081363e-04,9.637407936196790542e+05,1.764242860708193916e+02
4.186614557889594399e-04,9.663769986585574225e+05,1.766155530720329807e+02
4.191499755740107436e-04,9.690208914342932403e+05,1.768068042748039943e+02
4.196384953590620473e-04,9.716724942512550624e+05,1.769980398554936016e+02
4.201270151441133510e-04,9.743318294965731911e+05,1.771892599892009912e+02
4.206155349291646004e-04,9.769989196403167443e+05,1.773804648497659571e+02
4.211040547142159041e-04,9.796737872356662992e+05,1.775716546097711444e+02
4.215925744992672078e-04,9.823564549190893304e+05,1.777628294405448059e+02
4.220810942843185114e-04,9.850469454105172772e+05,1.779539895121632469e+02
4.225696140693698151e-04,9.877452815135206329e+05,1.781451349934535244e+02
4.230581338544211188e-04,9.904514861154864775e+05,1.783362660519963754e+02
4.235466536394723682e-04,9.931655821877947310e+05,1.785273828541288310e+02
4.240351734245236719e-04,9.958875927859981311e+05,1.787184855649472297e+02
4.245236932095749756e-04,9.986175410499984864e+05,1.789095743483102581e+02
4.250122129946262792e-04,1.001355450204227585e+06,1.791006493668417932e+02
4.255007327796775829e-04,1.004101343557824497e+06,1.792917107819341140e+02
4.259892525647288866e-04,1.006855244504817529e+06,1.794827587537511135e+02
4.264777723497801360e-04,1.009617176524304901e+06,1.796737934412314246e+02
4.269662921348314397e-04,1.012387163180635194e+06,1.798648150020918308e+02
4.274548119198827434e-04,1.015165228123588488e+06,-1.799441764071696355e+02
4.279433317049340471e-04,1.017951395088560530e+06,-1.797531806312698563e+02
4.284318514899853507e-04,1.020745687896745396e+06,-1.795621975161375872e+02
4.289203712750366544e-04,1.023548130455317092e+06,-1.793712269089097049e+02
4.294088910600879039e-04,1.026358746757615823e+06,-1.791802686579276269e+02
4.298974108451392075e-04,1.029177560883332742e+06,-1.789893226127337869e+02
4.303859306301905112e-04,1.032004596998692839e+06,-1.787983886240678260e+02
4.308744504152418149e-04,1.034839879356645048e+06,-1.786074665438628699e+02
4.313629702002931185e-04,1.037683432297045365e+06,-1.784165562252418056e+02
4.318514899853444222e-04,1.040535280246845330e+06,-1.782256575225133588e+02
4.323400097703956717e-04,1.043395447720280150e+06,-1.780347702911682859e+02
4.328285295554469753e-04,1.046263959319056710e+06,-1.778438943878751957e+02
4.333170493404982790e-04,1.049140839732544264e+06,-1.776530296704769114e+02
4.338055691255495827e-04,1.052026113737961045e+06,-1.774621759979861793e+02
4.342940889106008864e-04,1.054919806200567400e+06,-1.772713332305815470e+02
4.347826086956521900e-04,1.057821942073856946e+06,-1.770805012296035272e+02
4.352711284807034395e-04,1.060732546399747021e+06,-1.768896798575500213e+02
4.357596482657547432e-04,1.063651644308771240e+06,-1.766988689780724542e+02
4.362481680508060468e-04,1.066579261020273436e+06,-1.765080684559713120e+02
4.367366878358573505e-04,1.069515421842600917e+06,-1.763172781571919359e+02
4.372252076209086542e-04,1.072460152173299342e+06,-1.761264979488200879e+02
4.377137274059599579e-04,1.075413477499306900e+06,-1.759357276990777166e+02
4.382022471910112073e-04,1.078375423397151520e+06,-1.757449672773184091e+02
4.386907669760625110e-04,1.081346015533146681e+06,-1.755542165540230428e+02
4.391792867611138147e-04,1.084325279663588619e+06,-1.753634754007951244e+02
4.396678065461651183e-04,1.087313241634955164e+06,-1.751727436903565263e+02
4.401563263312164220e-04,1.090309927384102950e+06,-1.749820212965427118e+02
4.406448461162676715e-04,1.093315362938467879e+06,-1.747913080942982162e+02
4.411333659013189751e-04,1.096329574416265124e+06,-1.746006039596721564e+02
4.416218856863702788e-04,1.099352588026689133e+06,-1.744099087698132280e+02
4.421104054714215825e-04,1.102384430070117349e+06,-1.742192224029654142e+02
4.425989252564728861e-04,1.105425126938309753e+06,-1.740285447384630118e+02
4.430874450415241898e-04,1.108474705114614684e+06,-1.738378756567260268e+02
4.435759648265754393e-04,1.111533191174170468e+06,-1.736472150392553147e+02
4.440644846116267429e-04,1.114600611784111941e+06,-1.734565627686277764e+02
4.445530043966780466e-04,1.117676993703773478e+06,-1.732659187284916129e+02
4.450415241817293503e-04,1.120762363784897374e+06,-1.730752828035613504e+02
4.455300439667806540e-04,1.123856748971839203e+06,-1.728846548796131515e+02
4.460185637518319576e-04,1.126960176301776897e+06,-1.726940348434796704e+02
4.465070835368832071e-04,1.130072672904918669e+06,-1.725034225830453067e+02
4.469956033219345108e-04,1.133194266004711622e+06,-1.723128179872412034e+02
4.474841231069858144e-04,1.136324982918051770e+06,-1.721222209460402723e+02
4.479726428920371181e-04,1.139464851055495208e+06,-1.719316313504521361e+02
4.484611626770884218e-04,1.142613897921471158e+06,-1.717410490925182671e+02
4.489496824621397254e-04,1.145772151114491746e+06,-1.715504740653068154e+02
4.494382022471909749e-04,1.148939638327367371e+06,-1.713599061629075777e+02
4.499267220322422786e-04,1.152116387347419513e+06,-1.711693452804269953e+02
4.504152418172935823e-04,1.155302426056696801e+06,-1.709787913139830380e+02
4.509037616023448859e-04,1.158497782432190143e+06,-1.707882441607000317e+02
4.513922813873961896e-04,1.161702484546048334e+06,-1.705977037187035705e+02
4.518808011724474933e-04,1.164916560565797845e+06,-1.704071698871154865e+02
4.523693209574987427e-04,1.168140038754557958e+06,-1.702166425660485345e+02
4.528578407425500464e-04,1.171372947471262654e+06,-1.700261216566012763e+02
4.533463605276013501e-04,1.174615315170879010e+06,-1.698356070608529649e+02
4.538348803126526537e-04,1.177867170404628152e+06,-1.696450986818582578e+02
4.543234000977039574e-04,1.181128541820208542e+06,-1.694545964236420730e+02
4.548119198827552611e-04,1.184399458162015071e+06,-1.692641001911943590e+02
4.553004396678065105e-04,1.187679948271365138e+06,-1.690736098904647804e+02
4.557889594528578142e-04,1.190970041086723562e+06,-1.688831254283576300e+02
4.562774792379091179e-04,1.194269765643925173e+06,-1.686926467127264573e+02
4.567659990229604216e-04,1.197579151076402515e+06,-1.685021736523688105e+02
4.572545188080117252e-04,1.200898226615411928e+06,-1.683117061570210637e+02
4.577430385930630289e-04,1.204227021590263117e+06,-1.681212441373530453e+02
4.582315583781142784e-04,1.207565565428545233e+06,-1.679307875049627228e+02
4.587200781631655820e-04,1.210913887656358536e+06,-1.677403361723710304e+02
4.592085979482168857e-04,1.214272017898544669e+06,-1.675498900530164690e+02
4.596971177332681894e-04,1.217639985878916457e+06,-1.673594490612498475e+02
4.601856375183194930e-04,1.221017821420494001e+06,-1.671690131123288836e+02
4.606741573033707967e-04,1.224405554445733316e+06,-1.669785821224130871e+02
4.611626770884220462e-04,1.227803214976764750e+06,-1.667881560085581611e+02
4.616511968734733498e-04,1.231210833135624183e+06,-1.665977346887108865e+02
4.621397166585246535e-04,1.234628439144494012e+06,-1.664073180817037212e+02
4.626282364435759572e-04,1.238056063325934112e+06,-1.662169061072494571e+02
4.631167562286272609e-04,1.241493736103126314e+06,-1.660264986859359055e+02
4.636052760136785645e-04,1.244941488000107929e+06,-1.658360957392204966e+02
4.640937957987298140e-04,1.248399349642015528e+06,-1.656456971894250501e+02
4.645823155837811177e-04,1.251867351755323587e+06,-1.654553029597303464e+02
4.650708353688324213e-04,1.255345525168086868e+06,-1.652649129741708123e+02
4.655593551538837250e-04,1.258833900810183957e+06,-1.650745271576291486e+02
4.660478749389350287e-04,1.262332509713561274e+06,-1.648841454358310443e+02
4.665363947239863323e-04,1.265841383012475679e+06,-1.646937677353398612e+02
4.670249145090375818e-04,1.269360551943743136e+06,-1.645033939835510921e+02
4.675134342940888855e-04,1.272890047846983187e+06,-1.643130241086873298e+02
4.680019540791401892e-04,1.276429902164867846e+06,-1.641226580397926398e+02
4.684904738641914928e-04,1.279980146443370031e+06,-1.639322957067274729e+02
4.689789936492427965e-04,1.283540812332014786e+06,-1.637419370401630943e+02
4.694675134342941002e-04,1.287111931584127480e+06,-1.635515819715764394e+02
4.699560332193453496e-04,1.290693536057086429e+06,-1.633612304332447138e+02
4.704445530043966533e-04,1.294285657712578541e+06,-1.631708823582401351e+02
4.709330727894479570e-04,1.297888328616848681e+06,-1.629805376804244474e+02
4.714215925744992606e-04,1.301501580940957880e+06,-1.627901963344438343e+02
4.719101123595505643e-04,1.305125446961038047e+06,-1.625998582557234613e+02
4.723986321446018680e-04,1.308759959058548789e+06,-1.624095233804621614e+02
4.728871519296531174e-04,1.312405149720535148e+06,-1.622191916456272907e+02
4.733756717147044211e-04,1.316061051539888838e+06,-1.620288629889493279e+02
4.738641914997557248e-04,1.319727697215605527e+06,-1.618385373489165318e+02
4.743527112848070285e-04,1.323405119553047232e+06,-1.616482146647698244e+02
4.748412310698583321e-04,1.327093351464205189e+06,-1.614578948764973916e+02
4.753297508549096358e-04,1.330792425967961550e+06,-1.612675779248294532e+02
4.758182706399608853e-04,1.334502376190356212e+06,-1.610772637512331471e+02
4.763067904250121889e-04,1.338223235364849214e+06,-1.608869522979069870e+02
4.767953102100634926e-04,1.341955036832589889e+06,-1.606966435077759456e+02
4.772838299951147963e-04,1.345697814042683225e+06,-1.605063373244860259e+02
4.777723497801660999e-04,1.349451600552457618e+06,-1.603160336923991167e+02
4.782608695652174036e-04,1.353216430027737748e+06,-1.601257325565877920e+02
4.787493893502686531e-04,1.356992336243113270e+06,-1.599354338628300525e+02
4.792379091353199567e-04,1.360779353082210524e+06,-1.597451375576042665e+02
4.797264289203712604e-04,1.364577514537966577e+06,-1.595548435880837701e+02
4.802149487054225641e-04,1.368386854712904431e+06,-1.593645519021319785e+02
4.807034684904738678e-04,1.372207407819405897e+06,-1.591742624482970143e+02
4.811919882755251714e-04,1.376039208179989597e+06,-1.589839751758066768e+02
4.816805080605764209e-04,1.379882290227588033e+06,-1.587936900345632409e+02
4.821690278456277246e-04,1.383736688505828613e+06,-1.586034069751383697e+02
4.826575476306790282e-04,1.387602437669309322e+06,-1.584131259487680552e+02
4.831460674157303319e-04,1.391479572483884403e+06,-1.582228469073473889e+02
4.836345872007816356e-04,1.395368127826941432e+06,-1.580325698034256732e+02
4.841231069858329393e-04,1.399268138687690254e+06,-1.578422945902011350e+02
4.846116267708841887e-04,1.403179640167442383e+06,-1.576520212215160655e+02
4.851001465559354924e-04,1.407102667479901109e+06,-1.574617496518516191e+02
4.855886663409867961e-04,1.411037255951445084e+06,-1.572714798363229249e+02
4.860771861260380997e-04,1.414983441021416802e+06,-1.570812117306739140e+02
4.865657059110894034e-04,1.418941258242414100e+06,-1.568909452912724873e+02
4.870542256961407071e-04,1.422910743280576309e+06,-1.567006804751053721e+02
4.875427454811919565e-04,1.426891931915881345e+06,-1.565104172397732611e+02
4.880312652662432602e-04,1.430884860042432789e+06,-1.563201555434858676e+02
4.885197850512945639e-04,1.434889563668757444e+06,-1.561298953450567808e+02
4.890083048363458133e-04,1.438906078918099171e+06,-1.559396366038988617e+02
4.894968246213971712e-04,1.442934442028715275e+06,-1.557493792800190420e+02
4.899853444064484207e-04,1.446974689354174770e+06,-1.555591233340136341e+02
4.904738641914997786e-04,1.451026857363655698e+06,-1.553688687270632727e+02
4.909623839765510280e-04,1.455090982642245945e+06,-1.551786154209281676e+02
4.914509037616023859e-04,1.459167101891244994e+06,-1.549883633779433012e+02
4.919394235466536354e-04,1.463255251928464742e+06,-1.547981125610134256e+02
4.924279433317048848e-04,1.467355469688535202e+06,-1.546078629336084020e+02
4.929164631167562427e-04,1.471467792223206954e+06,-1.544176144597583118e+02
4.934049829018074922e-04,1.475592256701659411e+06,-1.542273671040487670e+02
4.938935026868588500e-04,1.479728900410807692e+06,-1.540371208316160505e+02
4.943820224719100995e-04,1.483877760755609488e+06,-1.538468756081424260e+02
4.948705422569613490e-04,1.488038875259376364e+06,-1.536566313998513351e+02
4.953590620420127068e-04,1.492212281564086210e+06,-1.534663881735028497e+02
4.958475818270639563e-04,1.496398017430692213e+06,-1.532761458963888117e+02
4.963361016121153142e-04,1.500596120739439968e+06,-1.530859045363282007e+02
4.968246213971665637e-04,1.504806629490179708e+06,-1.528956640616625009e+02
4.973131411822179215e-04,1.509029581802683882e+06,-1.527054244412511252e+02
4.978016609672691710e-04,1.513265015916964971e+06,-1.525151856444666123e+02
4.982901807523204205e-04,1.517512970193592599e+06,-1.523249476411902492e+02
4.987787005373717783e-04,1.521773483114015311e+06,-1.521347104018072685e+02
4.992672203224230278e-04,1.526046593280881178e+06,-1.519444738972024709e+02
4.997557401074743857e-04,1.530332339418359101e+06,-1.517542380987555646e+02
5.002442598925256351e-04,1.534630760372465709e+06,-1.515640029783366458e+02
5.007327796775768846e-04,1.538941895111387363e+06,-1.513737685083018221e+02
5.012212994626282425e-04,1.543265782725810306e+06,-1.511835346614884941e+02
5.017098192476794919e-04,1.547602462429244770e+06,-1.509933014112110925e+02
5.021983390327308498e-04,1.551951973558356985e+06,-1.508030687312565021e+02
5.026868588177820993e-04,1.556314355573297478e+06,-1.506128365958796849e+02
5.031753786028333487e-04,1.560689648058034712e+06,-1.504226049797993028e+02
5.036638983878847066e-04,1.565077890720687807e+06,-1.502323738581933128e+02
5.041524181729359561e-04,1.569479123393860646e+06,-1.500421432066944192e+02
5.046409379579873140e-04,1.573893386034977855e+06,-1.498519130013860945e+02
5.051294577430385634e-04,1.578320718726621475e+06,-1.496616832187978616e+02
5.056179775280899213e-04,1.582761161676872056e+06,-1.494714538359012010e+02
5.061064973131411708e-04,1.587214755219644867e+06,-1.492812248301052875e+02
5.065950170981924202e-04,1.591681539815033088e+06,-1.490909961792525564e+02
5.070835368832437781e-04,1.596161556049651466e+06,-1.489007678616146393e+02
5.075720566682950276e-04,1.600654844636978349e+06,-1.487105398558879301e+02
5.080605764533463855e-04,1.605161446417702129e+06,-1.485203121411896348e+02
5.085490962383976349e-04,1.609681402360068867e+06,-1.483300846970533371e+02
5.090376160234488844e-04,1.614214753560228739e+06,-1.481398575034249347e+02
5.095261358085002423e-04,1.618761541242586216e+06,-1.479496305406586316e+02
5.100146555935514917e-04,1.623321806760149542e+06,-1.477594037895125325e+02
5.105031753786028496e-04,1.627895591594887665e+06,-1.475691772311447778e+02
5.109916951636540991e-04,1.632482937358079012e+06,-1.473789508471093939e+02
5.114802149487054569e-04,1.637083885790669359e+06,-1.471887246193521150e+02
5.119687347337567064e-04,1.641698478763628285e+06,-1.469984985302065752e+02
5.124572545188079559e-04,1.646326758278304944e+06,-1.468082725623900444e+02
5.129457743038593137e-04,1.650968766466789879e+06,-1.466180466989996489e+02
5.134342940889105632e-04,1.655624545592275215e+06,-1.464278209235082500e+02
5.139228138739619211e-04,1.660294138049416244e+06,-1.462375952197605216e+02
5.144113336590131706e-04,1.664977586364696501e+06,-1.460473695719690852e+02
5.148998534440644200e-04,1.669674933196790749e+06,-1.458571439647105024e+02
5.153883732291157779e-04,1.674386221336933784e+06,-1.456669183829214376e+02
5.158768930141670274e-04,1.679111493709286675e+06,-1.454766928118947931e+02
5.163654127992183852e-04,1.683850793371308129e+06,-1.452864672372759003e+02
5.168539325842696347e-04,1.688604163514123997e+06,-1.450962416450585692e+02
5.173424523693209926e-04,1.693371647462900029e+06,-1.449060160215814790e+02
5.178309721543722420e-04,1.698153288677215343e+06,-1.447157903535241985e+02
5.183194919394234915e-04,1.702949130751438905e+06,-1.445255646279035489e+02
5.188080117244748494e-04,1.707759217415104620e+06,-1.443353388320697945e+02
5.192965315095260988e-04,1.712583592533291550e+06,-1.441451129537030340e+02
5.197850512945774567e-04,1.717422300107002491e+06,-1.439548869808094480e+02
5.202735710796287062e-04,1.722275384273545118e+06,-1.437646609017175479e+02
5.207620908646799556e-04,1.727142889306915924e+06,-1.435744347050746796e+02
5.212506106497313135e-04,1.732024859618184622e+06,-1.433842083798432441e+02
5.217391304347825630e-04,1.736921339755875990e+06,-1.431939819152972291e+02
5.222276502198339209e-04,1.741832374406362884e+06,-1.430037553010185718e+02
5.227161700048851703e-04,1.746758008394251345e+06,-1.428135285268934638e+02
5.232046897899365282e-04,1.751698286682771286e+06,-1.426233015831091393e+02
5.236932095749877777e-04,1.756653254374169512e+06,-1.424330744601499532e+02
5.241817293600390271e-04,1.761622956710102735e+06,-1.422428471487942261e+02
5.246702491450903850e-04,1.766607439072031761e+06,-1.420526196401105778e+02
5.251587689301416345e-04,1.771606746981617762e+06,-1.418623919254544887e+02
5.256472887151929924e-04,1.776620926101122284e+06,-1.416721639964649739e+02
5.261358085002442418e-04,1.781650022233803524e+06,-1.414819358450611162e+02
5.266243282852954913e-04,1.786694081324320752e+06,-1.412917074634386267e+02
5.271128480703468492e-04,1.791753149459133623e+06,-1.411014788440665484e+02
5.276013678553980986e-04,1.796827272866909392e+06,-1.409112499796839018e+02
5.280898876404494565e-04,1.801916497918925947e+06,-1.407210208632963599e+02
5.285784074255007060e-04,1.807020871129480656e+06,-1.405307914881729801e+02
5.290669272105520638e-04,1.812140439156299457e+06,-1.403405618478427925e+02
5.295554469956033133e-04,1.817275248800945701e+06,-1.401503319360917317e+02
5.300439667806545628e-04,1.822425347009234596e+06,-1.399601017469593955e+02
5.305324865657059207e-04,1.827590780871644616e+06,-1.397698712747356069e+02
5.310210063507571701e-04,1.832771597623732872e+06,-1.395796405139574858e+02
5.315095261358085280e-04,1.837967844646553509e+06,-1.393894094594061244e+02
5.319980459208597775e-04,1.843179569467075402e+06,-1.391991781061035454e+02
5.324865657059110269e-04,1.848406819758601487e+06,-1.390089464493094340e+02
5.329750854909623848e-04,1.853649643341189250e+06,-1.388187144845182956e+02
5.334636052760136343e-04,1.858908088182076579e+06,-1.386284822074560736e+02
5.339521250610649921e-04,1.864182202396105509e+06,-1.384382496140772218e+02
5.344406448461162416e-04,1.869472034246149473e+06,-1.382480167005618057e+02
5.349291646311675995e-04,1.874777632143538911e+06,-1.380577834633122336e+02
5.354176844162188489e-04,1.880099044648492942e+06,-1.378675498989504717e+02
5.359062042012700984e-04,1.885436320470552193e+06,-1.376773160043148891e+02
5.363947239863214563e-04,1.890789508469006279e+06,-1.374870817764575293e+02
5.368832437713727057e-04,1.896158657653334783e+06,-1.372968472126409551e+02
5.373717635564240636e-04,1.901543817183639854e+06,-1.371066123103355210e+02
5.378602833414753131e-04,1.906945036371086258e+06,-1.369163770672163878e+02
5.383488031265265625e-04,1.912362364678337239e+06,-1.367261414811607381e+02
5.388373229115779204e-04,1.917795851720001316e+06,-1.365359055502447063e+02
5.393258426966291699e-04,1.923245547263070941e+06,-1.363456692727409632e+02
5.398143624816805278e-04,1.928711501227367902e+06,-1.361554326471155605e+02
5.403028822667317772e-04,1.934193763685991056e+06,-1.359651956720252599e+02
5.407914020517831351e-04,1.939692384865764296e+06,-1.357749583463148042e+02
5.412799218368343846e-04,1.945207415147682652e+06,-1.355847206690142741e+02
5.417684416218856340e-04,1.950738905067368178e+06,-1.353944826393361041e+02
5.422569614069369919e-04,1.956286905315521173e+06,-1.352042442566726947e+02
5.427454811919882414e-04,1.961851466738373041e+06,-1.350140055205934573e+02
5.432340009770395993e-04,1.967432640338147059e+06,-1.348237664308424257e+02
5.437225207620908487e-04,1.973030477273512399e+06,-1.346335269873354719e+02
5.442110405471420982e-04,1.978645028860045597e+06,-1.344432871901576050e+02
5.446995603321934561e-04,1.984276346570693422e+06,-1.342530470395606699e+02
5.451880801172447055e-04,1.989924482036233647e+06,-1.340628065359605330e+02
5.456765999022960634e-04,1.995589487045741873e+06,-1.338725656799345245e+02
5.461651196873473129e-04,2.001271413547059521e+06,-1.336823244722191646e+02
5.466536394723986707e-04,2.006970313647257164e+06,-1.334920829137073781e+02
5.471421592574499202e-04,2.012686239613112528e+06,-1.333018410054461071e+02
5.476306790425011697e-04,2.018419243871575221e+06,-1.331115987486338668e+02
5.481191988275525276e-04,2.024169379010245902e+06,-1.329213561446183292e+02
5.486077186126037770e-04,2.029936697777847992e+06,-1.327311131948938225e+02
5.490962383976551349e-04,2.035721253084706608e+06,-1.325408699010989153e+02
5.495847581827063844e-04,2.041523098003229359e+06,-1.323506262650141423e+02
5.500732779677576338e-04,2.047342285768383648e+06,-1.321603822885595321e+02
5.505617977528089917e-04,2.053178869778182358e+06,-1.319701379737923617e+02
5.510503175378602412e-04,2.059032903594166040e+06,-1.317798933229045986e+02
5.515388373229115990e-04,2.064904440941889770e+06,-1.315896483382209965e+02
5.520273571079628485e-04,2.070793535711412318e+06,-1.313994030221964238e+02
5.525158768930142064e-04,2.076700241957785096e+06,-1.312091573774137885e+02
5.530043966780654558e-04,2.082624613901543664e+06,-1.310189114065817932e+02
5.534929164631167053e-04,2.088566705929200631e+06,-1.308286651125326330e+02
5.539814362481680632e-04,2.094526572593743214e+06,-1.306384184982198633e+02
5.544699560332193126e-04,2.100504268615125678e+06,-1.304481715667161268e+02
5.549584758182706705e-04,2.106499848880772479e+06,-1.302579243212111351e+02
5.554469956033219200e-04,2.112513368446078151e+06,-1.300676767650093382e+02
5.559355153883731695e-04,2.118544882534907665e+06,-1.298774289015278782e+02
5.564240351734245273e-04,2.124594446540103294e+06,-1.296871807342945715e+02
5.569125549584757768e-04,2.130662116023990326e+06,-1.294969322669456631e+02
5.574010747435271347e-04,2.136747946718882769e+06,-1.293066835032237805e+02
5.578895945285783841e-04,2.142851994527596049e+06,-1.291164344469760294e+02
5.583781143136297420e-04,2.148974315523957834e+06,-1.289261851021517771e+02
5.588666340986809915e-04,2.155114965953320730e+06,-1.287359354728007759e+02
5.593551538837322409e-04,2.161274002233079169e+06,-1.285456855630710322e+02
5.598436736687835988e-04,2.167451480953185819e+06,-1.283554353772069305e+02
5.603321934538348483e-04,2.173647458876671735e+06,-1.281651849195473005e+02
5.608207132388862062e-04,2.179861992940165102e+06,-1.279749341945233283e+02
5.613092330239374556e-04,2.186095140254417900e+06,-1.277846832066568226e+02
5.617977528089887051e-04,2.192346958104827907e+06,-1.275944319605581683e+02
5.622862725940400630e-04,2.198617503951967228e+06,-1.274041804609244792e+02
5.627747923790913124e-04,2.204906835432109423e+06,-1.272139287125378218e+02
