r_m,FD_J,exact_J
5.681485100146555986e-04,2.275345994947024621e+06,2.271856146825603675e+06
5.686370297997068481e-04,2.281865314338178374e+06,2.278365460378496908e+06
5.691255495847582059e-04,2.288404184866837692e+06,2.284894295043435413e+06
5.696140693698094554e-04,2.294962666685696226e+06,2.291442710880683735e+06
5.701025891548607049e-04,2.301540820131311193e+06,2.298010768134083599e+06
5.705911089399120627e-04,2.308138705724664964e+06,2.304598527231625747e+06
5.710796287249633122e-04,2.314756384171724319e+06,2.311206048785991035e+06
5.715681485100146701e-04,2.321393916364006232e+06,2.317833393595131580e+06
5.720566682950659195e-04,2.328051363379143644e+06,2.324480622642830480e+06
5.725451880801172774e-04,2.334728786481450778e+06,2.331147797099258751e+06
5.730337078651685269e-04,2.341426247122496367e+06,2.337834978321560659e+06
5.735222276502197764e-04,2.348143806941671763e+06,2.344542227854411583e+06
5.740107474352711342e-04,2.354881527766769752e+06,2.351269607430599630e+06
5.744992672203223837e-04,2.361639471614555921e+06,2.358017178971589543e+06
5.749877870053737416e-04,2.368417700691349804e+06,2.364785004588116426e+06
5.754763067904249910e-04,2.375216277393600903e+06,2.371573146580749191e+06
5.759648265754762405e-04,2.382035264308474958e+06,2.378381667440478690e+06
5.764533463605275984e-04,2.388874724214434158e+06,2.385210629849302117e+06
5.769418661455788478e-04,2.395734720081826672e+06,2.392060096680802293e+06
5.774303859306302057e-04,2.402615315073473379e+06,2.398930131000742316e+06
5.779189057156814552e-04,2.409516572545256466e+06,2.405820796067647170e+06
5.784074255007328131e-04,2.416438556046714075e+06,2.412732155333405361e+06
5.788959452857840625e-04,2.423381329321635421e+06,2.419664272443846799e+06
5.793844650708353120e-04,2.430344956308652181e+06,2.426617211239355616e+06
5.798729848558866699e-04,2.437329501141841058e+06,2.433591035755459685e+06
5.803615046409379193e-04,2.444335028151324484e+06,2.440585810223422479e+06
5.808500244259892772e-04,2.451361601863874123e+06,2.447601599070862401e+06
5.813385442110405267e-04,2.458409287003511563e+06,2.454638466922338121e+06
5.818270639960917761e-04,2.465478148492119275e+06,2.461696478599970229e+06
5.823155837811431340e-04,2.472568251450046897e+06,2.468775699124040082e+06
5.828041035661943835e-04,2.479679661196724046e+06,2.475876193713599816e+06
5.832926233512457414e-04,2.486812443251273129e+06,2.482998027787093073e+06
5.837811431362969908e-04,2.493966663333125412e+06,2.490141266962957103e+06
5.842696629213483487e-04,2.501142387362638023e+06,2.497305977060250938e+06
5.847581827063995982e-04,2.508339681461710483e+06,2.504492224099265877e+06
5.852467024914508476e-04,2.515558611954414751e+06,2.511700074302152265e+06
5.857352222765022055e-04,2.522799245367610361e+06,2.518929594093536492e+06
5.862237420615534550e-04,2.530061648431573529e+06,2.526180850101152435e+06
5.867122618466048128e-04,2.537345888080629520e+06,2.533453909156467766e+06
5.872007816316560623e-04,2.544652031453777105e+06,2.540748838295303285e+06
5.876893014167073118e-04,2.551980145895324182e+06,2.548065704758480657e+06
5.881778212017586696e-04,2.559330298955522478e+06,2.555404575992446858e+06
5.886663409868099191e-04,2.566702558391205501e+06,2.562765519649907481e+06
5.891548607718612770e-04,2.574096992166426033e+06,2.570148603590477724e+06
5.896433805569125264e-04,2.581513668453096878e+06,2.577553895881302655e+06
5.901319003419638843e-04,2.588952655631634872e+06,2.584981464797723107e+06
5.906204201270151338e-04,2.596414022291611414e+06,2.592431378823902458e+06
5.911089399120663833e-04,2.603897837232391816e+06,2.599903706653479487e+06
5.915974596971177411e-04,2.611404169463794678e+06,2.607398517190226354e+06
5.920859794821689906e-04,2.618933088206736371e+06,2.614915879548675846e+06
5.925744992672203485e-04,2.626484662893891335e+06,2.622455863054813351e+06
5.930630190522715979e-04,2.634058963170348667e+06,2.630018537246685941e+06
5.935515388373228474e-04,2.641656058894266374e+06,2.637603971875106916e+06
5.940400586223742053e-04,2.649276020137537271e+06,2.645212236904286314e+06
5.945285784074254547e-04,2.656918917186453007e+06,2.652843402512494940e+06
5.950170981924768126e-04,2.664584820542367175e+06,2.660497539092747495e+06
5.955056179775280621e-04,2.672273800922367722e+06,2.668174717253453098e+06
5.959941377625794200e-04,2.679985929259940516e+06,2.675875007819090039e+06
5.964826575476306694e-04,2.687721276705649681e+06,2.683598481830878649e+06
5.969711773326819189e-04,2.695479914627807681e+06,2.691345210547453724e+06
5.974596971177332768e-04,2.703261914613156114e+06,2.699115265445545316e+06
5.979482169027845262e-04,2.711067348467542790e+06,2.706908718220649287e+06
5.984367366878358841e-04,2.718896288216602989e+06,2.714725640787712298e+06
5.989252564728871336e-04,2.726748806106448639e+06,2.722566105281820055e+06
5.994137762579383830e-04,2.734624974604350980e+06,2.730430184058869723e+06
5.999022960429897409e-04,2.742524866399427410e+06,2.738317949696281459e+06
6.003908158280409904e-04,2.750448554403339513e+06,2.746229474993654061e+06
6.008793356130923483e-04,2.758396111750980373e+06,2.754164832973495591e+06
6.013678553981435977e-04,2.766367611801172607e+06,2.762124096881882753e+06
6.018563751831949556e-04,2.774363128137367778e+06,2.770107340189184994e+06
6.023448949682462051e-04,2.782382734568346757e+06,2.778114636590752751e+06
6.028334147532974545e-04,2.790426505128920078e+06,2.786146060007616412e+06
6.033219345383488124e-04,2.798494514080638532e+06,2.794201684587206226e+06
6.038104543234000619e-04,2.806586835912495852e+06,2.802281584704028443e+06
6.042989741084514197e-04,2.814703545341640245e+06,2.810385834960414097e+06
6.047874938935026692e-04,2.822844717314089183e+06,2.818514510187190492e+06
6.052760136785539187e-04,2.831010427005440928e+06,2.826667685444429051e+06
6.057645334636052765e-04,2.839200749821593985e+06,2.834845436022141948e+06
6.062530532486565260e-04,2.847415761399467941e+06,2.843047837441004813e+06
6.067415730337078839e-04,2.855655537607721519e+06,2.851274965453077108e+06
6.072300928187591334e-04,2.863920154547483195e+06,2.859526896042528562e+06
6.077186126038104912e-04,2.872209688553069253e+06,2.867803705426366068e+06
6.082071323888617407e-04,2.880524216192723718e+06,2.876105470055153128e+06
6.086956521739129902e-04,2.888863814269341528e+06,2.884432266613751184e+06
6.091841719589643480e-04,2.897228559821208473e+06,2.892784172022049781e+06
6.096726917440155975e-04,2.905618530122736003e+06,2.901161263435696717e+06
6.101612115290669554e-04,2.914033802685196977e+06,2.909563618246843573e+06
6.106497313141182048e-04,2.922474455257474910e+06,2.917991314084880054e+06
6.111382510991694543e-04,2.930940565826800186e+06,2.926444428817181848e+06
6.116267708842208122e-04,2.939432212619501166e+06,2.934923040549849626e+06
6.121152906692720616e-04,2.947949474101754371e+06,2.943427227628467605e+06
6.126038104543234195e-04,2.956492428980331402e+06,2.951957068638844416e+06
6.130923302393746690e-04,2.965061156203357503e+06,2.960512642407769337e+06
6.135808500244260269e-04,2.973655734961065929e+06,2.969094028003768530e+06
6.140693698094772763e-04,2.982276244686556514e+06,2.977701304737861268e+06
6.145578895945285258e-04,2.990922765056558885e+06,2.986334552164316643e+06
6.150464093795798837e-04,2.999595375992195215e+06,2.994993850081435405e+06
6.155349291646311331e-04,3.008294157659748569e+06,3.003679278532285243e+06
6.160234489496824910e-04,3.017019190471431240e+06,3.012390917805497535e+06
6.165119687347337405e-04,3.025770555086157750e+06,3.021128848436011001e+06
6.170004885197849899e-04,3.034548332410314120e+06,3.029893151205872651e+06
6.174890083048363478e-04,3.043352603598542046e+06,3.038683907144995872e+06
6.179775280898875973e-04,3.052183450054513756e+06,3.047501197531931568e+06
6.184660478749389552e-04,3.061040953431713860e+06,3.056345103894683998e+06
6.189545676599902046e-04,3.069925195634226315e+06,3.065215708011439536e+06
6.194430874450415625e-04,3.078836258817520924e+06,3.074113091911412776e+06
6.199316072300928120e-04,3.087774225389239378e+06,3.083037337875582278e+06
6.204201270151440614e-04,3.096739178009996191e+06,3.091988528437521309e+06
6.209086468001954193e-04,3.105731199594165199e+06,3.100966746384166181e+06
6.213971665852466688e-04,3.114750373310680036e+06,3.109972074756625574e+06
6.218856863702980266e-04,3.123796782583835069e+06,3.119004596850975417e+06
6.223742061553492761e-04,3.132870511094088200e+06,3.128064396219057962e+06
6.228627259404005256e-04,3.141971642778865527e+06,3.137151556669292506e+06
6.233512457254518834e-04,3.151100261833370663e+06,3.146266162267474923e+06
6.238397655105031329e-04,3.160256452711394057e+06,3.155408297337595373e+06
6.243282852955544908e-04,3.169440300126128364e+06,3.164578046462645289e+06
6.248168050806057403e-04,3.178651889050981496e+06,3.173775494485428091e+06
6.253053248656569897e-04,3.187891304720398504e+06,3.183000726509387139e+06
6.257938446507083476e-04,3.197158632630683016e+06,3.192253827899422031e+06
6.262823644357595971e-04,3.206453958540816791e+06,3.201534884282697923e+06
6.267708842208109549e-04,3.215777368473295122e+06,3.210843981549501885e+06
6.272594040058622044e-04,3.225128948714945931e+06,3.220181205854031723e+06
6.277479237909135623e-04,3.234508785817771219e+06,3.229546643615268636e+06
6.282364435759648117e-04,3.243916966599775013e+06,3.238940381517772097e+06
6.287249633610160612e-04,3.253353578145807143e+06,3.248362506512540858e+06
6.292134831460674191e-04,3.262818707808400039e+06,3.257813105817850679e+06
6.297020029311186685e-04,3.272312443208611570e+06,3.267292266920081805e+06
6.301905227161700264e-04,3.281834872236873489e+06,3.276800077574580908e+06
6.306790425012212759e-04,3.291386083053837996e+06,3.286336625806492753e+06
6.311675622862725253e-04,3.300966164091229904e+06,3.295901999911620747e+06
6.316560820713238832e-04,3.310575204052700195e+06,3.305496288457280491e+06
6.321446018563751327e-04,3.320213291914686095e+06,3.315119580283145420e+06
6.326331216414264906e-04,3.329880516927266493e+06,3.324771964502118994e+06
6.331216414264777400e-04,3.339576968615026213e+06,3.334453530501181725e+06
6.336101612115290979e-04,3.349302736777922604e+06,3.344164367942267563e+06
6.340986809965803474e-04,3.359057911492154002e+06,3.353904566763123032e+06
6.345872007816315968e-04,3.368842583111026790e+06,3.363674217178175226e+06
6.350757205666829547e-04,3.378656842265834101e+06,3.373473409679416567e+06
6.355642403517342042e-04,3.388500779866729397e+06,3.383302235037267674e+06
6.360527601367855621e-04,3.398374487103606574e+06,3.393160784301457927e+06
6.365412799218368115e-04,3.408278055446986109e+06,3.403049148801910225e+06
6.370297997068880610e-04,3.418211576648893766e+06,3.412967420149622485e+06
6.375183194919394189e-04,3.428175142743750941e+06,3.422915690237561706e+06
6.380068392769906683e-04,3.438168846049268730e+06,3.432894051241531037e+06
6.384953590620420262e-04,3.448192779167338740e+06,3.442902595621094573e+06
6.389838788470932757e-04,3.458247034984930884e+06,3.452941416120441165e+06
6.394723986321446335e-04,3.468331706674993970e+06,3.463010605769310612e+06
6.399609184171958830e-04,3.478446887697354425e+06,3.473110257883874699e+06
6.404494382022471325e-04,3.488592671799627598e+06,3.483240466067644767e+06
6.409379579872984904e-04,3.498769153018118814e+06,3.493401324212397914e+06
6.414264777723497398e-04,3.508976425678742118e+06,3.503592926499044523e+06
6.419149975574010977e-04,3.519214584397927392e+06,3.513815367398598697e+06
6.424035173424523472e-04,3.529483724083546549e+06,3.524068741673033684e+06
6.428920371275035966e-04,3.539783939935823902e+06,3.534353144376252778e+06
6.433805569125549545e-04,3.550115327448267024e+06,3.544668670854978729e+06
6.438690766976062040e-04,3.560477982408585958e+06,3.555015416749686003e+06
6.443575964826575618e-04,3.570872000899630599e+06,3.565393477995535359e+06
6.448461162677088113e-04,3.581297479300315026e+06,3.575802950823291205e+06
6.453346360527601692e-04,3.591754514286555815e+06,3.586243931760277599e+06
6.458231558378114186e-04,3.602243202832211740e+06,3.596716517631280702e+06
6.463116756228626681e-04,3.612763642210020684e+06,3.607220805559528992e+06
6.468001954079140260e-04,3.623315929992543533e+06,3.617756892967602704e+06
6.472887151929652754e-04,3.633900164053121116e+06,3.628324877578395419e+06
6.477772349780166333e-04,3.644516442566810641e+06,3.638924857416059356e+06
6.482657547630678828e-04,3.655164864011349156e+06,3.649556930806954857e+06
6.487542745481191322e-04,3.665845527168103959e+06,3.660221196380614769e+06
6.492427943331704901e-04,3.676558531123032328e+06,3.670917753070682753e+06
6.497313141182217396e-04,3.687303975267651025e+06,3.681646700115899555e+06
6.502198339032730975e-04,3.698081959299990907e+06,3.692408137061043177e+06
6.507083536883243469e-04,3.708892583225574810e+06,3.703202163757919800e+06
6.511968734733757048e-04,3.719735947358382400e+06,3.714028880366301630e+06
6.516853932584269543e-04,3.730612152321827598e+06,3.724888387354939710e+06
6.521739130434782037e-04,3.741521299049740192e+06,3.735780785502500832e+06
6.526624328285295616e-04,3.752463488787339535e+06,3.746706175898591522e+06
6.531509526135808111e-04,3.763438823092225008e+06,3.757664659944683779e+06
6.536394723986321690e-04,3.774447403835359961e+06,3.768656339355163276e+06
6.541279921836834184e-04,3.785489333202065900e+06,3.779681316158259753e+06
6.546165119687346679e-04,3.796564713693010621e+06,3.790739692697095219e+06
6.551050317537860258e-04,3.807673648125209846e+06,3.801831571630632039e+06
6.555935515388372752e-04,3.818816239633023273e+06,3.812957055934687611e+06
6.560820713238886331e-04,3.829992591669162270e+06,3.824116248902958352e+06
6.565705911089398826e-04,3.841202808005692437e+06,3.835309254147985019e+06
6.570591108939912404e-04,3.852446992735043168e+06,3.846536175602195784e+06
6.575476306790424899e-04,3.863725250271025114e+06,3.857797117518886924e+06
6.580361504640937394e-04,3.875037685349840205e+06,3.869092184473269619e+06
6.585246702491450973e-04,3.886384403031105176e+06,3.880421481363463216e+06
6.590131900341963467e-04,3.897765508698874153e+06,3.891785113411522005e+06
6.595017098192477046e-04,3.909181108062661253e+06,3.903183186164465733e+06
6.599902296042989541e-04,3.920631307158471085e+06,3.914615805495296605e+06
6.604787493893502035e-04,3.932116212349832989e+06,3.926083077604047023e+06
6.609672691744015614e-04,3.943635930328836665e+06,3.937585109018790536e+06
6.614557889594528109e-04,3.955190568117163610e+06,3.949122006596700754e+06
6.619443087445041687e-04,3.966780233067140914e+06,3.960693877525075339e+06
6.624328285295554182e-04,3.978405032862779219e+06,3.972300829322394915e+06
6.629213483146067761e-04,3.990065075520824641e+06,3.983942969839359168e+06
6.634098680996580255e-04,4.001760469391809311e+06,3.995620407259938307e+06
6.638983878847092750e-04,4.013491323161107488e+06,4.007333250102431513e+06
6.643869076697606329e-04,4.025257745849993546e+06,4.019081607220531907e+06
6.648754274548118823e-04,4.037059846816708334e+06,4.030865587804353796e+06
6.653639472398632402e-04,4.048897735757517628e+06,4.042685301381553523e+06
6.658524670249144897e-04,4.060771522707789671e+06,4.054540857818333898e+06
6.663409868099657392e-04,4.072681318043059669e+06,4.066432367320554331e+06
6.668295065950170970e-04,4.084627232480110601e+06,4.078359940434811637e+06
6.673180263800683465e-04,4.096609377078049816e+06,4.090323688049473800e+06
6.678065461651197044e-04,4.108627863239395432e+06,4.102323721395818051e+06
6.682950659501709538e-04,4.120682802711155266e+06,4.114360152049057651e+06
6.687835857352223117e-04,4.132774307585925329e+06,4.126433091929480433e+06
6.692721055202735612e-04,4.144902490302977152e+06,4.138542653303504921e+06
6.697606253053248106e-04,4.157067463649355341e+06,4.150688948784791399e+06
6.702491450903761685e-04,4.169269340760979336e+06,4.162872091335341334e+06
6.707376648754274180e-04,4.181508235123740975e+06,4.175092194266585167e+06
6.712261846604787759e-04,4.193784260574619286e+06,4.187349371240507811e+06
6.717147044455300253e-04,4.206097531302785501e+06,4.199643736270732246e+06
6.722032242305812748e-04,4.218448161850719713e+06,4.211975403723660856e+06
6.726917440156326327e-04,4.230836267115324736e+06,4.224344488319566473e+06
6.731802638006838821e-04,4.243261962349052541e+06,4.236751105133722536e+06
6.736687835857352400e-04,4.255725363161020912e+06,4.249195369597528130e+06
6.741573033707864895e-04,4.268226585518155247e+06,4.261677397499625571e+06
6.746458231558378473e-04,4.280765745746302418e+06,4.274197304987042211e+06
6.751343429408890968e-04,4.293342960531382822e+06,4.286755208566311747e+06
6.756228627259403463e-04,4.305958346920515411e+06,4.299351225104614161e+06
6.761113825109917042e-04,4.318612022323166020e+06,4.311985471830927767e+06
6.765999022960429536e-04,4.331304104512295686e+06,4.324658066337158903e+06
6.770884220810943115e-04,4.344034711625513621e+06,4.337369126579296775e+06
6.775769418661455610e-04,4.356803962166213430e+06,4.350118770878562704e+06
6.780654616511968104e-04,4.369611975004750304e+06,4.362907117922565900e+06
6.785539814362481683e-04,4.382458869379588403e+06,4.375734286766469479e+06
6.790425012212994178e-04,4.395344764898469672e+06,4.388600396834132262e+06
6.795310210063507756e-04,4.408269781539584510e+06,4.401505567919310182e+06
6.800195407914020251e-04,4.421234039652737789e+06,4.414449920186772011e+06
6.805080605764533830e-04,4.434237659960526973e+06,4.427433574173544534e+06
6.809965803615046324e-04,4.447280763559519313e+06,4.440456650790015236e+06
6.814851001465558819e-04,4.460363471921441145e+06,4.453519271321172826e+06
6.819736199316072398e-04,4.473485906894354150e+06,4.466621557427763008e+06
6.824621397166584892e-04,4.486648190703851171e+06,4.479763631147460081e+06
6.829506595017098471e-04,4.499850445954253897e+06,4.492945614896118641e+06
6.834391792867610966e-04,4.513092795629803091e+06,4.506167631468892097e+06
6.839276990718123461e-04,4.526375363095865585e+06,4.519429804041500203e+06
6.844162188568637039e-04,4.539698272100131959e+06,4.532732256171390414e+06
6.849047386419149534e-04,4.553061646773837507e+06,4.546075111798957922e+06
6.853932584269663113e-04,4.566465611632963642e+06,4.559458495248767547e+06
6.858817782120175607e-04,4.579910291579463519e+06,4.572882531230740249e+06
6.863702979970689186e-04,4.593395811902473681e+06,4.586347344841406681e+06
6.868588177821201681e-04,4.606922298279548064e+06,4.599853061565103941e+06
6.873473375671714175e-04,4.620489876777879894e+06,4.613399807275209576e+06
6.878358573522227754e-04,4.634098673855533823e+06,4.626987708235376514e+06
6.883243771372740249e-04,4.647748816362685524e+06,4.640616891100765206e+06
6.888128969223253828e-04,4.661440431542854756e+06,4.654287482919271104e+06
6.893014167073766322e-04,4.675173647034159862e+06,4.667999611132784747e+06
6.897899364924278817e-04,4.688948590870557353e+06,4.681753403578419238e+06
6.902784562774792396e-04,4.702765391483092681e+06,4.695548988489784300e+06
6.907669760625304890e-04,4.716624177701158449e+06,4.709386494498193264e+06
6.912554958475818469e-04,4.730525078753759153e+06,4.723266050633987412e+06
6.917440156326330964e-04,4.744468224270763807e+06,4.737187786327735521e+06
6.922325354176843458e-04,4.758453744284181856e+06,4.751151831411542371e+06
6.927210552027357037e-04,4.772481769229428843e+06,4.765158316120286472e+06
6.932095749877869532e-04,4.786552429946610704e+06,4.779207371092917398e+06
6.936980947728383111e-04,4.800665857681791298e+06,4.793299127373723313e+06
6.941866145578895605e-04,4.814822184088284150e+06,4.807433716413603164e+06
6.946751343429409184e-04,4.829021541227936745e+06,4.821611270071382634e+06
6.951636541279921679e-04,4.843264061572425067e+06,4.835831920615056530e+06
6.956521739130434173e-04,4.857549878004541621e+06,4.850095800723135471e+06
6.961406936980947752e-04,4.871879123819503933e+06,4.864403043485901318e+06
6.966292134831460247e-04,4.886251932726254687e+06,4.878753782406723127e+06
6.971177332681973825e-04,4.900668438848767430e+06,4.893148151403372176e+06
6.976062530532486320e-04,4.915128776727363467e+06,4.907586284809321165e+06
6.980947728382998815e-04,4.929633081320021302e+06,4.922068317375056446e+06
6.985832926233512393e-04,4.944181488003702834e+06,4.936594384269409813e+06
6.990718124084024888e-04,4.958774132575673983e+06,4.951164621080864221e+06
6.995603321934538467e-04,4.973411151254835539e+06,4.965779163818886504e+06
7.000488519785050961e-04,4.988092680683054030e+06,4.980438148915268481e+06
7.005373717635564540e-04,5.002818857926496305e+06,4.995141713225444779e+06
7.010258915486077035e-04,5.017589820476982743e+06,5.009889994029847905e+06
7.015144113336589530e-04,5.032405706253313459e+06,5.024683129035220481e+06
7.020029311187103108e-04,5.047266653602630831e+06,5.039521256376022473e+06
7.024914509037615603e-04,5.062172801301769912e+06,5.054404514615710825e+06
7.029799706888129182e-04,5.077124288558618166e+06,5.069333042748147622e+06
7.034684904738641676e-04,5.092121255013474263e+06,5.084306980198938400e+06
7.039570102589154171e-04,5.107163840740417130e+06,5.099326466826790944e+06
7.044455300439667750e-04,5.122252186248672195e+06,5.114391642924920656e+06
7.049340498290180244e-04,5.137386432483993471e+06,5.129502649222362787e+06
7.054225696140693823e-04,5.152566720830040053e+06,5.144659626885414124e+06
7.059110893991206318e-04,5.167793193109756336e+06,5.159862717518954538e+06
7.063996091841719897e-04,5.183065991586762480e+06,5.175112063167892396e+06
7.068881289692232391e-04,5.198385258966751397e+06,5.190407806318492629e+06
7.073766487542744886e-04,5.213751138398877345e+06,5.205750089899832383e+06
7.078651685393258465e-04,5.229163773477164097e+06,5.221139057285150513e+06
7.083536883243770959e-04,5.244623308241904713e+06,5.236574852293285541e+06
7.088422081094284538e-04,5.260129887181073427e+06,5.252057619190060534e+06
7.093307278944797033e-04,5.275683655231743120e+06,5.267587502689702436e+06
7.098192476795309527e-04,5.291284757781502791e+06,5.283164647956260480e+06
7.103077674645823106e-04,5.306933340669880621e+06,5.298789200605042279e+06
7.107962872496335601e-04,5.322629550189765170e+06,5.314461306704005226e+06
7.112848070346849180e-04,5.338373533088848926e+06,5.330181112775210291e+06
7.117733268197361674e-04,5.354165436571055092e+06,5.345948765796257183e+06
7.122618466047875253e-04,5.370005408297986723e+06,5.361764413201711141e+06
7.127503663898387748e-04,5.385893596390363760e+06,5.377628202884554863e+06
7.132388861748900242e-04,5.401830149429486133e+06,5.393540283197637647e+06
7.137274059599413821e-04,5.417815216458670795e+06,5.409500802955121733e+06
7.142159257449926316e-04,5.433848946984729730e+06,5.425509911433940753e+06
7.147044455300439894e-04,5.449931490979418159e+06,5.441567758375265636e+06
7.151929653150952389e-04,5.466062998880913481e+06,5.457674493985969573e+06
7.156814851001464884e-04,5.482243621595283970e+06,5.473830268940089270e+06
7.161700048851978462e-04,5.498473510497964919e+06,5.490035234380329028e+06
7.166585246702490957e-04,5.514752817435251549e+06,5.506289541919487529e+06
7.171470444553004536e-04,5.531081694725763053e+06,5.522593343642006628e+06
7.176355642403517031e-04,5.547460295161964372e+06,5.538946792105414905e+06
7.181240840254030609e-04,5.563888772011636756e+06,5.555350040341834538e+06
7.186126038104543104e-04,5.580367279019393958e+06,5.571803241859484464e+06
7.191011235955055599e-04,5.596895970408177935e+06,5.588306550644187257e+06
7.195896433805569177e-04,5.613475000880779698e+06,5.604860121160866693e+06
7.200781631656081672e-04,5.630104525621346198e+06,5.621464108355049975e+06
7.205666829506595251e-04,5.646784700296903029e+06,5.638118667654432356e+06
7.210552027357107745e-04,5.663515681058880873e+06,5.654823954970325343e+06
7.215437225207620240e-04,5.680297624544639140e+06,5.671580126699268818e+06
7.220322423058133819e-04,5.697130687879008241e+06,5.688387339724488556e+06
7.225207620908646313e-04,5.714015028675821610e+06,5.705245751417481340e+06
7.230092818759159892e-04,5.730950805039470084e+06,5.722155519639529288e+06
7.234978016609672387e-04,5.747938175566431135e+06,5.739116802743257023e+06
7.239863214460185966e-04,5.764977299346843734e+06,5.756129759574186988e+06
7.244748412310698460e-04,5.782068335966050625e+06,5.773194549472282641e+06
7.249633610161210955e-04,5.799211445506178774e+06,5.790311332273528911e+06
7.254518808011724534e-04,5.816406788547683507e+06,5.807480268311473541e+06
7.259404005862237028e-04,5.833654526170944795e+06,5.824701518418814987e+06
7.264289203712750607e-04,5.850954819957830012e+06,5.841975243928976357e+06
7.269174401563263102e-04,5.868307831993289292e+06,5.859301606677673757e+06
7.274059599413775596e-04,5.885713724866929464e+06,5.876680769004520960e+06
7.278944797264289175e-04,5.903172661674618721e+06,5.894112893754609860e+06
7.283829995114801670e-04,5.920684806020078249e+06,5.911598144280089997e+06
7.288715192965315249e-04,5.938250322016486898e+06,5.929136684441809542e+06
7.293600390815827743e-04,5.955869374288087711e+06,5.946728678610866889e+06
7.298485588666341322e-04,5.973542127971808426e+06,5.964374291670283303e+06
7.303370786516853817e-04,5.991268748718863353e+06,5.982073689016549848e+06
7.308255984367366311e-04,6.009049402696394362e+06,5.999827036561300047e+06
7.313141182217879890e-04,6.026884256589086726e+06,6.017634500732941553e+06
7.318026380068392385e-04,6.044773477600805461e+06,6.035496248478214256e+06
7.322911577918905963e-04,6.062717233456239104e+06,6.053412447263928130e+06
7.327796775769418458e-04,6.080715692402535118e+06,6.071383265078500845e+06
7.332681973619930953e-04,6.098769023210952990e+06,6.089408870433703996e+06
7.337567171470444531e-04,6.116877395178520121e+06,6.107489432366227731e+06
7.342452369320957026e-04,6.135040978129684925e+06,6.125625120439399965e+06
7.347337567171470605e-04,6.153259942417984828e+06,6.143816104744806886e+06
7.352222765021983100e-04,6.171534458927713335e+06,6.162062555903979577e+06
7.357107962872496678e-04,6.189864699075600132e+06,6.180364645070063882e+06
7.361993160723009173e-04,6.208250834812480025e+06,6.198722543929497711e+06
7.366878358573521668e-04,6.226693038624990731e+06,6.217136424703692086e+06
7.371763556424035246e-04,6.245191483537256718e+06,6.235606460150710307e+06
7.376648754274547741e-04,6.263746343112584203e+06,6.254132823566976935e+06
7.381533952125061320e-04,6.282357791455164552e+06,6.272715688788965344e+06
7.386419149975573814e-04,6.301026003211776726e+06,6.291355230194909498e+06
7.391304347826086309e-04,6.319751153573508374e+06,6.310051622706495225e+06
7.396189545676599888e-04,6.338533418277461082e+06,6.328805041790608317e+06
7.401074743527112382e-04,6.357372973608477041e+06,6.347615663461019285e+06
7.405959941377625961e-04,6.376269996400876902e+06,6.366483664280116558e+06
7.410845139228138456e-04,6.395224664040170610e+06,6.385409221360661089e+06
7.415730337078652035e-04,6.414237154464818537e+06,6.404392512367485091e+06
7.420615534929164529e-04,6.433307646167962812e+06,6.423433715519268997e+06
7.425500732779677024e-04,6.452436318199181929e+06,6.442533009590257891e+06
7.430385930630190603e-04,6.471623350166244432e+06,6.461690573912049644e+06
7.435271128480703097e-04,6.490868922236866318e+06,6.480906588375295512e+06
7.440156326331216676e-04,6.510173215140481479e+06,6.500181233431537636e+06
7.445041524181729171e-04,6.529536410170014948e+06,6.519514690094907768e+06
7.449926722032241665e-04,6.548958689183652401e+06,6.538907139943957329e+06
7.454811919882755244e-04,6.568440234606632032e+06,6.558358765123398043e+06
7.459697117733267739e-04,6.587981229433022439e+06,6.577869748345902190e+06
7.464582315583781318e-04,6.607581857227526605e+06,6.597440272893913090e+06
7.469467513434293812e-04,6.627242302127271891e+06,6.617070522621381097e+06
7.474352711284807391e-04,6.646962748843624257e+06,6.636760681955664419e+06
7.479237909135319886e-04,6.666743382663994096e+06,6.656510935899221338e+06
7.484123106985832380e-04,6.686584389453655109e+06,6.676321470031533390e+06
7.489008304836345959e-04,6.706485955657564104e+06,6.696192470510848798e+06
7.493893502686858454e-04,6.726448268302188255e+06,6.716124124076026492e+06
7.498778700537372032e-04,6.746471514997342601e+06,6.736116618048396893e+06
7.503663898387884527e-04,6.766555883938022889e+06,6.756170140333550051e+06
7.508549096238397022e-04,6.786701563906259835e+06,6.776284879423215985e+06
7.513434294088910601e-04,6.806908744272961281e+06,6.796461024397100322e+06
7.518319491939423095e-04,6.827177614999772981e+06,6.816698764924729243e+06
7.523204689789936674e-04,6.847508366640943103e+06,6.836998291267320514e+06
7.528089887640449169e-04,6.867901190345184878e+06,6.857359794279650785e+06
7.532975085490961663e-04,6.888356277857551351e+06,6.877783465411907993e+06
7.537860283341475242e-04,6.908873821521323174e+06,6.898269496711605228e+06
7.542745481191987737e-04,6.929454014279884286e+06,6.918818080825411715e+06
7.547630679042501315e-04,6.950097049678622745e+06,6.939429411001095548e+06
7.552515876893013810e-04,6.970803121866823174e+06,6.960103681089368649e+06
7.557401074743527389e-04,6.991572425599573180e+06,6.980841085545844398e+06
7.562286272594039883e-04,7.012405156239672564e+06,7.001641819432877935e+06
7.567171470444552378e-04,7.033301509759545326e+06,7.022506078421541490e+06
7.572056668295065957e-04,7.054261682743165642e+06,7.043434058793505654e+06
